relationship_gold_id,document_id,chunk_id,pmid,pmcid,relationship_type,source_entity_id,source_entity_type,source_entity_text,source_normalized_name,target_entity_id,target_entity_type,target_entity_text,target_normalized_name,evidence_text,evidence_section,evidence_start_char,evidence_end_char,confidence_gold,direction_verified,explicit_or_implied,negated,speculative,annotation_decision,annotator,annotation_status,notes
silver_relationship:500f74cf5d8f7ceb,paper:PMC3234107,PMC3234107-chunk-0002,,PMC3234107,INCREASES,biomarker:postprandial_triglyceride_rich_lipoproteins,Biomarker,Postprandial triglyceride-rich lipoproteins,Postprandial triglyceride-rich lipoproteins,biomarker:interleukin_6,Biomarker,Interleukin-6,Interleukin-6,"Postprandial TRLs increase the expression of proinflammatory genes (eg, IL-6, intercellular adhesion molecule-1, vascular cell adhesion molecule-1, and monocyte chemotactic protein-1), particularly after a high-fat meal.",INTRO,9179,9399,0.86,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=Revised from ASSOCIATED_WITH to INCREASES because the evidence explicitly states that postprandial TRLs increase expression of IL-6.
silver_relationship:38534d6b0ff4eeaa,paper:PMC3234107,PMC3234107-chunk-0002,,PMC3234107,ASSOCIATED_WITH,condition:hypertriglyceridemia,Condition,Hypertriglyceridemia,Hypertriglyceridemia,condition:coronary_heart_disease,Condition,Coronary heart disease,Coronary heart disease,Individual epidemiologic studies have differed regarding the strength of association between hypertriglyceridemia and CHD,INTRO,9433,9554,0.91,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The evidence explicitly discusses the association between hypertriglyceridemia and CHD, even though study estimates differed in strength."
silver_relationship:24d81379238289c1,paper:PMC3234107,PMC3234107-chunk-0002,,PMC3234107,ASSOCIATED_WITH,riskfactor:obesity,RiskFactor,Obesity,Obesity,biomarker:plasminogen_activator_inhibitors,Biomarker,Plasminogen activator inhibitors,Plasminogen activator inhibitors,"Increased levels of prothrombotic factors, such as fibrinogen and plasminogen activator inhibitors, as well as proinflammatory molecules such as C-reactive protein, TNF-α, fibrinogen, and IL-6, have been observed in obese subjects and patients with high TG.",INTRO,8921,9178,0.78,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly reports increased plasminogen activator inhibitors in obese subjects.
silver_relationship:61a4ad19d0db3661,paper:PMC3234107,PMC3234107-chunk-0002,,PMC3234107,ASSOCIATED_WITH,biomarker:high_triglycerides,Biomarker,High triglycerides,High triglycerides,biomarker:tumor_necrosis_factor_alpha,Biomarker,Tumor necrosis factor-alpha,Tumor necrosis factor-alpha,"Increased levels of prothrombotic factors, such as fibrinogen and plasminogen activator inhibitors, as well as proinflammatory molecules such as C-reactive protein, TNF-α, fibrinogen, and IL-6, have been observed in obese subjects and patients with high TG.",INTRO,8921,9178,0.78,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly reports increased TNF-alpha among proinflammatory molecules observed in patients with high TG.
silver_relationship:083a27c12dc0ca98,paper:PMC3234107,PMC3234107-chunk-0003,,PMC3234107,REDUCES,drug:statins,Drug,Statins,Statins,biomarker:apo_c_iii,Biomarker,Apo C-III,Apo C-III,Statins also lower TG levels in plasma and reduce concentrations of apo C-III.,INTRO,15740,15818,0.96,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The chunk explicitly states that statins reduce concentrations of apo C-III.
silver_relationship:272d23cc1653c314,paper:PMC3234107,PMC3234107-chunk-0003,,PMC3234107,ASSOCIATED_WITH,biomarker:low_hdl_cholesterol,RiskFactor,low HDL-C,Low HDL cholesterol,condition:coronary_heart_disease,Condition,CHD,Coronary heart disease,TGs and HDL-C to CHD have found that the residual risk after reduction of LDL-C to guideline-recommended levels in patients with atherogenic dyslipidemia is strongly associated with both high TG levels and low HDL-C,INTRO,10990,11205,0.88,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=revised; reason=The association is supported, but the source endpoint must use the accepted entity typing as a RiskFactor rather than Biomarker."
silver_relationship:5d25e22606546b93,paper:PMC3234107,PMC3234107-chunk-0003,,PMC3234107,ASSOCIATED_WITH,biomarker:high_triglyceride_levels,RiskFactor,high TG levels,Elevated triglyceride levels,condition:coronary_heart_disease,Condition,CHD,Coronary heart disease,TGs and HDL-C to CHD have found that the residual risk after reduction of LDL-C to guideline-recommended levels in patients with atherogenic dyslipidemia is strongly associated with both high TG levels and low HDL-C,INTRO,10990,11205,0.88,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=revised; reason=The association is supported, but the source endpoint must use the accepted entity typing and normalization for elevated triglyceride levels as a RiskFactor."
silver_relationship:33b5da14978c98d0,paper:PMC3234107,PMC3234107-chunk-0003,,PMC3234107,REDUCES,drug:statins,Drug,Statins,Statins,biomarker:non_hdl_cholesterol,Biomarker,non-HDL-C,Non-HDL cholesterol,"They are effective in lowering non-HDL-C, mainly because of their LDL-lowering action.",INTRO,15653,15739,0.97,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The chunk explicitly states that statins lower non-HDL-C.
silver_relationship:40e8a918f2806ddd,paper:PMC3234107,PMC3234107-chunk-0003,,PMC3234107,REDUCES,drug:statins,Drug,Statins,Statins,condition:cardiovascular_disease,Condition,CVD,Cardiovascular disease,Trials of statin monotherapy found that increased baseline TG levels predicted increased CVD and that statins reduced CVD in patients who had high TGs.,INTRO,15888,16039,0.91,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=The evidence directly says statins reduced CVD; REDUCES is more faithful than PREVENTS.
silver_relationship:b6a9cef872a3c9d9,paper:PMC3234107,PMC3234107-chunk-0003,,PMC3234107,REDUCES,drug:fibrates,Drug,Fibrates,Fibrates,condition:cardiovascular_disease,Condition,CVD,Cardiovascular disease,"Fibrates have been tested in several large, randomized trials involving diverse populations. The most pronounced effect of fibrates is to lower plasma TG. Although results of the individual trials varied for their primary outcomes, post hoc analysis of these trials showed that the relative risk reduction for CVD events was statistically significant in patients with atherogenic dyslipidemia",INTRO,16142,16534,0.78,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=revised; reason=The evidence supports reduced CVD event risk in fibrate trials, but the relation should be REDUCES rather than PREVENTS and is partly inferred through the reference to these fibrate trials."
silver_relationship:901953c5e347b3b0,paper:PMC3234107,PMC3234107-chunk-0003,,PMC3234107,INCREASES_RISK_OF,biomarker:high_triglyceride_levels,RiskFactor,high TG levels,Elevated triglyceride levels,condition:cardiovascular_disease,Condition,CVD,Cardiovascular disease,Trials of statin monotherapy found that increased baseline TG levels predicted increased CVD and that statins reduced CVD in patients who had high TGs.,INTRO,15888,16039,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=revised; reason=The evidence states that increased baseline TG levels predicted increased CVD, supporting a directional risk relationship; the source endpoint type was revised to the accepted RiskFactor type."
silver_relationship:2bdb47878c3f408d,paper:PMC3234107,PMC3234107-chunk-0003,,PMC3234107,ASSOCIATED_WITH,biomarker:triglyceride_level_below_150_mg_dl,Biomarker,TG level below 150 mg/dL,Triglyceride level below 150 mg/dL,condition:coronary_heart_disease_events,Condition,CHD events,Coronary heart disease events,a TG level below 150 mg/dL was independently associated with a lower risk of CHD events,INTRO,11710,11797,0.92,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The chunk explicitly states that TG below 150 mg/dL is independently associated with lower risk of CHD events.
silver_relationship:051a745a85cc1b81,paper:PMC3234107,PMC3234107-chunk-0003,,PMC3234107,REDUCES,drug:fibrates,Drug,Fibrates,Fibrates,biomarker:triglycerides,Biomarker,TGs,Triglycerides,The most pronounced effect of fibrates is to lower plasma TG.,INTRO,16235,16296,0.98,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly states that fibrates lower plasma triglycerides.
silver_relationship:b5f0ddec11e7f8f1,paper:PMC3234107,PMC3234107-chunk-0003,,PMC3234107,ASSOCIATED_WITH,biomarker:ldl_cholesterol,Biomarker,LDL-C,LDL cholesterol,condition:coronary_heart_disease,Condition,CHD,Coronary heart disease,the clear relationship between LDL-C lowering and CHD risk reduction,INTRO,15092,15160,0.87,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The evidence explicitly describes a relationship between LDL-C lowering and CHD risk reduction, supporting an association between LDL-C-related change and CHD risk."
silver_relationship:05babaf47f6f03c2,paper:PMC3234107,PMC3234107-chunk-0003,,PMC3234107,REDUCES,drug:statins,Drug,Statins,Statins,biomarker:triglycerides,Biomarker,TGs,Triglycerides,Statins also lower TG levels in plasma and reduce concentrations of apo C-III.,INTRO,15740,15818,0.98,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The chunk explicitly states that statins lower TG levels in plasma.
silver_relationship:c90d87c50dec9c21,paper:PMC3234107,PMC3234107-chunk-0003,,PMC3234107,ASSOCIATED_WITH,biomarker:apob,Biomarker,apo B,Apolipoprotein B,condition:coronary_heart_disease,Condition,CHD,Coronary heart disease,"apo B has been proposed as an excellent predictor of CHD, generally superior to LDL-C and even to non-HDL-C.",INTRO,14032,14140,0.82,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=The predictor relationship to CHD is stated in the chunk; the source text and normalization were revised to match the accepted Apolipoprotein B entity.
silver_relationship:9c289ff23e7a00de,paper:PMC3234107,PMC3234107-chunk-0003,,PMC3234107,ASSOCIATED_WITH,biomarker:nonfasting_triglyceride_levels,Biomarker,nonfasting TG levels,Nonfasting triglyceride levels,condition:cardiovascular_disease,Condition,CVD,Cardiovascular disease,The use of nonfasting TG levels stems from their proposed superiority as predictors of incident CVD compared with fasting TGs.,INTRO,13457,13583,0.82,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence states that nonfasting TG levels are used because of their superiority as predictors of incident CVD.
silver_relationship:300ca2dbff1a7a64,paper:PMC3234107,PMC3234107-chunk-0003,,PMC3234107,ASSOCIATED_WITH,biomarker:non_hdl_cholesterol,Biomarker,non-HDL-C,Non-HDL cholesterol,condition:cardiovascular_disease,Condition,CVD,Cardiovascular disease,"Non-HDL-C measures the cholesterol concentration of all atherogenic apo B–containing lipoproteins, including LDL-C, VLDL-C, intermediate-density lipoprotein-cholesterol, lipoprotein(a), CM, and CM remnants combined; and has been found to predict cardiovascular risk better than LDL-C.",INTRO,13731,14015,0.87,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The chunk explicitly states that non-HDL-C predicts cardiovascular risk better than LDL-C.
silver_relationship:cace5ed0b7393679,paper:PMC3234107,PMC3234107-chunk-0003,,PMC3234107,REDUCES,drug:statins,Drug,Statins,Statins,biomarker:ldl_cholesterol,Biomarker,LDL-C,LDL cholesterol,"They are effective in lowering non-HDL-C, mainly because of their LDL-lowering action.",INTRO,15653,15739,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The phrase LDL-lowering action explicitly supports that statins reduce LDL-C.
silver_relationship:e8fc578bfd0c13cc,paper:PMC3234107,PMC3234107-chunk-0004,,PMC3234107,INCREASES,drug:niacin,Drug,Niacin,Niacin,biomarker:apo_a_1,Biomarker,Apo A-1,Apo A-1,increasing hepatic apo A-1 synthesis,INTRO,18007,18043,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The surrounding sentence identifies niacin as favorably affecting lipoprotein fractions, including increasing hepatic apo A-1 synthesis."
silver_relationship:c05abac46c8ea9de,paper:PMC3234107,PMC3234107-chunk-0004,,PMC3234107,TREATS,drug:statins,Drug,Statins,Statins,condition:hypertriglyceridemia,Condition,Hypertriglyceridemia,Hypertriglyceridemia,"further treatment with lipid-lowering drugs, such as statins, fibrates, nicotinic acid, or omega-3 fatty acids, may be warranted and should be considered to help achieve non-HDL-C targets in patients with hypertriglyceridemia",INTRO,22113,22338,0.76,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The text recommends considering lipid-lowering drug treatment, including statins, in patients with hypertriglyceridemia."
silver_relationship:38a8febff5b086ee,paper:PMC3234107,PMC3234107-chunk-0004,,PMC3234107,PREVENTS,drug:fibrates,Drug,Fibrates,Fibrates,condition:coronary_events,Condition,Coronary events,Coronary events,a 13% relative risk reduction (7–19) for coronary events (P < 0.0001),INTRO,17494,17563,0.93,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=In context, the meta-analysis evaluated fibrates and reported reduced risk of coronary events, supporting a preventive effect on those events."
silver_relationship:c31f30397ddb4f57,paper:PMC3234107,PMC3234107-chunk-0004,,PMC3234107,PREVENTS,drug:fibrates,Drug,Fibrates,Fibrates,condition:cardiovascular_events,Condition,Cardiovascular events,Cardiovascular events,subgroup analysis demonstrated that fibrates significantly reduced cardiovascular events in individuals with hypertriglyceridemia alone or in combination with low HDL-C,INTRO,17574,17742,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The text explicitly states that fibrates significantly reduced cardiovascular events.
silver_relationship:08399c71ca7f65f5,paper:PMC3234107,PMC3234107-chunk-0004,,PMC3234107,ASSOCIATED_WITH,riskfactor:overweight,RiskFactor,Overweight,Overweight,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,TG levels are markedly affected by overweight,INTRO,21229,21274,0.85,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The text explicitly states that TG levels are affected by overweight, supporting an association."
silver_relationship:fdd7b156d971eedd,paper:PMC3234107,PMC3234107-chunk-0004,,PMC3234107,TREATS,drug:omega_3_fatty_acids,Drug,Omega-3 fatty acids,Omega-3 fatty acids,condition:hypertriglyceridemia,Condition,Hypertriglyceridemia,Hypertriglyceridemia,"further treatment with lipid-lowering drugs, such as statins, fibrates, nicotinic acid, or omega-3 fatty acids, may be warranted and should be considered to help achieve non-HDL-C targets in patients with hypertriglyceridemia",INTRO,22113,22338,0.76,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The text recommends considering omega-3 fatty acids among lipid-lowering treatments in patients with hypertriglyceridemia.
